DATE OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex
01/30/2025 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
02/05/2025 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
02/12/2025 12:00:00 AM,Mission,VIOLATION OF COURT ORDER,36,M
02/08/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
01/19/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
03/13/2025 12:00:00 AM,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),0,
02/19/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
02/11/2025 12:00:00 AM,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X
01/26/2025 12:00:00 AM,Pacific,VEHICLE - STOLEN,0,
02/02/2025 12:00:00 AM,Topanga,OTHER MISCELLANEOUS CRIME,35,M
02/18/2025 12:00:00 AM,Hollenbeck,CHILD NEGLECT (SEE 300 W.I.C.),11,M
01/16/2025 12:00:00 AM,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,
02/14/2025 12:00:00 AM,Southeast,BURGLARY,0,X
01/16/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
02/19/2025 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
02/06/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
01/30/2025 12:00:00 AM,Newton,INDECENT EXPOSURE,16,F
01/02/2025 12:00:00 AM,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,X
02/06/2025 12:00:00 AM,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,
01/24/2025 12:00:00 AM,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),68,M
01/17/2025 12:00:00 AM,Devonshire,BATTERY - SIMPLE ASSAULT,17,M
03/03/2025 12:00:00 AM,Mission,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,13,M
02/14/2025 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
03/20/2025 12:00:00 AM,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),57,F
01/17/2025 12:00:00 AM,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M
02/21/2025 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
02/13/2025 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
01/14/2025 12:00:00 AM,Harbor,ROBBERY,15,F
02/27/2025 12:00:00 AM,Foothill,VEHICLE - STOLEN,0,
03/25/2025 12:00:00 AM,Mission,INDECENT EXPOSURE,35,F
