06/10/2024 12:00:00 AM,Wilshire,BIKE - STOLEN,86,M
06/10/2024 12:00:00 AM,Central,THEFT OF IDENTITY,60,M
06/10/2024 12:00:00 AM,Mission,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,Wilshire,BURGLARY FROM VEHICLE,37,M
06/10/2024 12:00:00 AM,Van Nuys,BURGLARY FROM VEHICLE,26,F
06/10/2024 12:00:00 AM,Devonshire,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,Newton,THEFT PLAIN - PETTY ($950 & UNDER),19,M
06/10/2024 12:00:00 AM,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/10/2024 12:00:00 AM,Northeast,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,N Hollywood,TRESPASSING,40,M
06/10/2024 12:00:00 AM,Devonshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,M
06/10/2024 12:00:00 AM,Foothill,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/10/2024 12:00:00 AM,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/10/2024 12:00:00 AM,Topanga,BURGLARY FROM VEHICLE,28,F
06/10/2024 12:00:00 AM,N Hollywood,DOCUMENT FORGERY / STOLEN FELONY,0,M
06/10/2024 12:00:00 AM,Rampart,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,Harbor,THEFT OF IDENTITY,60,F
06/10/2024 12:00:00 AM,Devonshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,F
06/10/2024 12:00:00 AM,Pacific,OTHER MISCELLANEOUS CRIME,0,X
06/10/2024 12:00:00 AM,Hollenbeck,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,Devonshire,VEHICLE - STOLEN,0,
06/10/2024 12:00:00 AM,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/11/2024 12:00:00 AM,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),21,M
06/11/2024 12:00:00 AM,Pacific,BURGLARY,3,X
06/11/2024 12:00:00 AM,Pacific,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/11/2024 12:00:00 AM,Wilshire,VEHICLE - STOLEN,0,
06/11/2024 12:00:00 AM,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
06/11/2024 12:00:00 AM,Central,VEHICLE - STOLEN,0,
06/11/2024 12:00:00 AM,Mission,THEFT OF IDENTITY,28,M
06/11/2024 12:00:00 AM,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),51,M
06/11/2024 12:00:00 AM,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),59,F
06/11/2024 12:00:00 AM,Harbor,TRESPASSING,0,X
06/11/2024 12:00:00 AM,Olympic,VEHICLE - STOLEN,0,
06/11/2024 12:00:00 AM,Mission,SHOPLIFTING - PETTY THEFT ($950 & UNDER),48,M
06/11/2024 12:00:00 AM,Southwest,TRESPASSING,23,X
06/11/2024 12:00:00 AM,Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/11/2024 12:00:00 AM,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/11/2024 12:00:00 AM,N Hollywood,VEHICLE - STOLEN,0,
