0,0,0,0
1,1,0,1
2,2,0,2
3,0,0,3
2,1,0,4
4,1,0,4
5,3,0,5
6,0,0,6
7,0,0,7
7,0,0,8
8,0,0,8
9,0,0,9
7,0,0,10
7,0,0,11
6,0,0,5
10,0,0,11
11,0,0,12
7,0,0,8
7,0,0,13
12,4,0,6
6,2,0,14
7,0,0,1
7,0,0,12
7,0,0,7
13,0,0,15
7,0,0,8
14,0,0,10
15,3,0,1
7,0,0,4
7,0,0,3
16,1,0,15
6,0,0,16
7,0,0,11
7,0,0,10
7,0,0,7
6,2,0,9
17,3,0,4
18,2,0,2
7,0,0,10
19,0,0,17
6,2,0,2
20,3,0,18
21,1,0,9
7,0,0,11
22,0,0,10
23,0,0,0
7,0,0,19
24,3,0,0
25,0,0,2
26,0,0,2
7,0,0,9
7,0,0,20
6,0,0,1
27,1,0,8
28,1,0,1
24,1,0,17
29,1,0,11
6,2,0,9
7,0,0,0
7,0,0,17
30,0,0,4
7,0,0,5
6,2,0,2
7,0,0,4
31,1,0,11
6,0,0,14
19,2,0,11
7,0,0,3
32,2,0,16
14,2,0,12
33,1,0,5
31,0,0,9
23,0,0,1
2,1,0,20
34,1,0,2
35,0,0,12
0,0,0,1
8,0,0,8
7,0,0,16
36,0,0,10
7,0,0,19
37,1,0,4
7,0,0,0
6,2,0,13
7,0,0,11
24,0,0,14
7,0,0,2
38,0,0,10
21,3,0,2
6,0,0,16
34,0,0,20
2,0,0,0
39,0,0,0
7,0,0,14
18,0,0,17
7,0,0,7
7,0,0,1
40,0,0,4
3,2,0,13
7,0,0,7
41,3,0,5
6,2,0,2
34,0,0,10
42,1,0,2
19,2,0,11
7,0,0,3
7,0,0,9
26,1,0,18
43,0,0,10
24,0,0,7
7,0,0,8
4,0,0,5
7,0,0,11
7,0,0,12
44,0,0,5
6,2,0,2
8,0,0,7
7,0,0,12
7,0,0,20
45,3,0,8
46,1,0,20
47,3,0,1
6,0,0,16
38,0,0,1
48,1,0,14
42,0,0,20
7,0,0,0
49,0,0,1
7,0,0,7
50,0,0,4
7,0,0,0
40,2,0,16
51,1,0,14
43,4,0,3
48,0,0,7
7,0,0,4
6,0,0,18
38,1,0,2
8,2,0,2
8,2,0,2
7,0,0,1
7,0,0,0
7,0,0,14
52,0,0,8
39,2,0,19
6,0,0,13
7,0,0,9
53,0,0,20
4,0,0,2
6,2,0,2
6,2,0,2
54,0,0,19
50,0,0,1
8,2,0,2
6,0,0,20
7,0,0,13
39,2,0,20
55,0,0,2
56,2,0,20
57,0,0,13
22,2,0,20
7,0,0,16
7,0,0,19
27,1,0,14
25,4,0,18
58,0,0,7
7,0,0,8
7,0,0,16
6,0,0,16
59,1,0,16
7,0,0,11
53,4,0,10
7,0,0,10
7,0,0,11
6,0,0,16
28,0,0,8
35,0,0,16
6,0,0,7
6,0,0,3
28,0,0,11
7,0,0,8
60,0,0,17
61,0,0,2
7,0,0,10
27,1,0,17
62,1,0,12
7,0,0,16
29,0,0,4
8,0,0,18
7,0,0,13
63,2,0,7
64,3,0,16
7,0,0,15
6,0,0,7
6,0,0,2
59,1,0,8
8,2,0,7
7,0,0,9
65,0,0,18
66,4,0,16
6,2,0,1
7,0,0,6
7,0,0,16
8,0,0,8
51,0,0,1
67,1,0,1
6,0,0,1
7,0,0,17
7,0,0,11
7,0,0,2
24,0,0,10
68,0,0,7
69,0,0,13
6,2,0,18
7,0,0,14
43,0,0,10
19,2,0,11
7,0,0,10
6,0,0,6
7,0,0,7
6,0,0,16
7,0,0,15
22,3,0,2
56,3,0,17
7,0,0,14
7,0,0,17
68,0,0,2
6,0,0,2
7,0,0,18
70,3,0,4
8,2,0,4
7,0,0,15
47,0,0,3
7,0,0,14
16,0,0,1
41,1,0,11
7,0,0,20
7,0,0,16
16,0,0,10
8,2,0,4
8,2,0,2
6,2,0,2
7,3,0,14
7,0,0,13
7,0,0,4
8,2,0,4
6,0,0,17
63,0,0,19
8,2,0,2
50,0,0,12
8,2,0,4
20,0,0,11
6,0,0,2
70,0,0,18
16,0,0,14
6,0,0,16
59,0,0,1
51,0,0,1
6,0,0,2
71,0,0,20
8,0,0,19
7,0,0,0
6,2,0,9
11,3,0,19
72,3,0,10
7,0,0,10
21,0,0,1
7,0,0,0
6,0,0,15
73,0,0,19
6,2,0,2
7,0,0,15
8,0,0,8
26,0,0,8
48,0,0,15
74,0,0,10
7,0,0,12
75,0,0,0
8,2,0,4
76,0,0,17
7,0,0,11
8,2,0,18
8,0,0,19
7,0,0,0
7,0,0,11
8,0,0,7
72,1,0,18
77,5,0,20
7,0,0,4
7,0,0,17
38,0,0,15
26,0,0,17
5,1,0,8
7,0,0,2
38,1,0,8
6,0,0,3
78,1,0,4
7,0,0,8
16,0,0,19
8,0,0,18
4,0,0,14
7,0,0,1
32,4,0,2
10,0,0,5
6,0,0,6
7,0,0,5
79,0,0,13
6,2,0,7
7,0,0,3
8,2,0,4
7,0,0,17
9,1,0,8
24,0,0,2
78,0,0,6
80,4,0,4
6,0,0,5
81,1,0,13
6,0,0,0
19,0,0,17
59,0,0,5
19,2,0,11
6,2,0,2
7,0,0,19
7,0,0,0
6,0,0,17
7,0,0,13
20,4,0,18
7,0,0,2
7,0,0,20
40,2,0,16
36,1,0,20
7,0,0,3
7,0,0,3
82,3,0,7
83,0,0,15
80,1,0,1
2,1,0,1
7,0,0,8
6,0,0,14
6,3,0,3
7,0,0,17
84,0,0,12
8,0,0,8
6,0,0,16
34,0,0,2
48,0,0,0
6,2,0,2
7,0,0,2
8,3,0,8
18,3,0,2
48,0,0,12
23,2,0,18
7,0,0,12
7,0,0,10
48,1,0,13
40,1,0,8
24,1,0,2
23,3,0,1
7,0,0,12
6,2,0,0
85,1,0,10
86,0,0,14
18,1,0,16
45,0,0,20
43,2,0,10
7,0,0,4
7,0,0,11
24,0,0,10
87,0,0,13
7,0,0,6
7,0,0,19
7,0,0,1
56,0,0,7
88,0,0,8
35,0,0,12
33,1,0,16
68,0,0,3
6,0,0,2
7,0,0,12
26,0,0,2
89,0,0,1
6,0,0,17
62,0,0,1
85,0,0,5
7,0,0,20
6,0,0,2
17,0,0,11
7,0,0,12
75,0,0,0
6,2,0,2
7,0,0,15
33,0,0,7
6,0,0,1
7,0,0,16
74,1,0,15
5,0,0,10
7,0,0,16
7,0,0,9
90,2,0,4
7,0,0,6
59,0,0,9
25,0,0,12
7,0,0,17
7,0,0,10
29,0,0,17
7,0,0,5
2,0,0,7
7,0,0,7
40,1,0,18
7,0,0,7
50,0,0,2
88,1,0,8
91,0,0,4
7,0,0,1
74,0,0,12
3,0,0,16
7,0,0,20
6,0,0,9
7,0,0,5
30,2,0,20
58,0,0,1
92,3,0,20
7,0,0,0
8,2,0,19
30,0,0,7
4,0,0,10
6,0,0,9
7,0,0,4
22,4,0,11
52,0,0,5
8,0,0,4
25,0,0,11
6,0,0,16
7,0,0,6
7,0,0,8
7,0,0,18
7,0,0,4
93,0,0,0
27,1,0,14
94,1,0,2
48,0,0,5
7,0,0,0
39,0,0,18
83,1,0,19
8,0,0,8
7,0,0,10
95,0,0,10
7,0,0,1
15,1,0,1
7,0,0,7
7,0,0,8
51,0,0,7
57,0,0,7
7,0,0,7
7,0,0,19
7,0,0,19
7,0,0,4
96,0,0,13
62,0,0,12
32,0,0,1
7,0,0,11
8,2,0,2
7,0,0,17
29,2,0,17
31,0,0,7
7,0,0,18
6,0,0,3
7,0,0,14
7,0,0,2
6,0,0,3
28,0,0,8
30,0,0,17
6,0,0,17
59,0,0,0
6,1,0,16
7,0,0,4
7,0,0,5
7,0,0,6
8,2,0,2
33,0,0,2
6,3,0,2
7,0,0,14
7,0,0,6
6,3,0,17
6,0,0,20
7,0,0,1
42,3,0,11
6,2,0,2
7,0,0,18
77,0,0,11
9,3,0,0
6,0,0,5
7,0,0,10
31,1,0,20
97,3,0,20
35,0,0,1
25,1,0,20
23,0,0,12
16,0,0,17
7,0,0,0
34,1,0,2
52,5,0,11
64,0,0,18
7,0,0,17
35,0,0,1
7,0,0,10
98,0,0,0
7,0,0,13
19,0,0,17
6,2,0,2
7,0,0,14
6,2,0,2
7,0,0,7
66,3,0,4
31,1,0,19
52,1,0,8
6,0,0,7
6,0,0,0
27,0,0,13
4,0,0,14
53,1,0,16
6,0,0,1
